title,date,source,link,description
"Poll: Newly popular Harris builds momentum, challenging Trump for the mantle of change - NBC News","Sun, 22 Sep 2024 13:00:41 GMT",NBC News,https://news.google.com/rss/articles/CBMirAFBVV95cUxPSEs1bU5YNHUyZE5FVHVDWGJKalJBcUxYZ1liMlloTnk4X0txX211V05NNGd0M2g1Qzg3bE9FU290SUVuWHMtQU43UDR0b2YzeEg2RWNaN0dwSE5YTm9JNnR5RU52YXVic1pTMXZCLUZEQnl1ZG9ZWWJvdUpKU3lVNGczYlRXOEVHRjZVMFZLUEU5WXBmMWFaTjlRU053OUd2VDY2WHJzZUVQWlNv?oc=5,"<a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxPSEs1bU5YNHUyZE5FVHVDWGJKalJBcUxYZ1liMlloTnk4X0txX211V05NNGd0M2g1Qzg3bE9FU290SUVuWHMtQU43UDR0b2YzeEg2RWNaN0dwSE5YTm9JNnR5RU52YXVic1pTMXZCLUZEQnl1ZG9ZWWJvdUpKU3lVNGczYlRXOEVHRjZVMFZLUEU5WXBmMWFaTjlRU053OUd2VDY2WHJzZUVQWlNv?oc=5"" target=""_blank"">Poll: Newly popular Harris builds momentum, challenging Trump for the mantle of change</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NBC News</font>"
Opinion | Kamala Harris Is a Woman of Faith. She Shouldn’t Be Afraid to Show It. - The New York Times,"Wed, 25 Sep 2024 13:00:05 GMT",The New York Times,https://news.google.com/rss/articles/CBMidkFVX3lxTFBhdVphYkpjdGNpUWRnUGNGYmpEa052OXpZTERwNDJEeWphRGRmUzAwd1BxYTRVckxYNTBLeENKUTlGX08yeHJsUkNNMEYySlp4bG9iZ3JKVlJrNEE5NTVlbUh0T2ZQTnVsU0pKdXM2UVRlM25Sc2c?oc=5,"<a href=""https://news.google.com/rss/articles/CBMidkFVX3lxTFBhdVphYkpjdGNpUWRnUGNGYmpEa052OXpZTERwNDJEeWphRGRmUzAwd1BxYTRVckxYNTBLeENKUTlGX08yeHJsUkNNMEYySlp4bG9iZ3JKVlJrNEE5NTVlbUh0T2ZQTnVsU0pKdXM2UVRlM25Sc2c?oc=5"" target=""_blank"">Opinion | Kamala Harris Is a Woman of Faith. She Shouldn’t Be Afraid to Show It.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>"
"‘Fame is like going through puberty’: Chappell Roan on sexuality, superstardom and the joy of drag - The Guardian","Fri, 20 Sep 2024 04:00:00 GMT",The Guardian,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNZ0lqX29SSm1za1FLeHhRQ0lxTkFTeE5YcjZ3X3VhbTAzTmNRSlFtaC14cDVoUzQ0eGJmcVJhQnhZeldyYmlRSm0wMExSVmdRSjlFaEtCZjhBZ1k0RE9oSjdQLUVEZlhmVVd6ZTBjYTVWcHNRTmhUWS1TNWJwUUZiWGtnZ09ERnF3aTVERno2bTdoRlR3YnFZVlJ0dEI2eG5JUGg1UXpEeUJtU056LWFsQzRmNUhYMjB4SGNvSDQyMlNmSzdoNVVhMEE5blo4UGFSY245dnF0VdIB1wFBVV95cUxPdTd1Mnd2OG5TRTN3aWdQTENMLTR1ZHBmOUYwUEFIUjNQRjQ3cjc2SW5CTHNJMmFOYmhHclpNUGhQS05MbVFQYTA0ZkQ2cURtQ0xOSzl1NENJWENTRVZncElnSWotRzZIX3N4NHB1YjhuY0lWOGpMYmR0akxvTjQ1SDRYUVBLLTNRYW85S3c3eEV2eDZoTllnQjZMVzZRQzVPTEJHU0dNR3ZPbkhJZ2VTZy05QmFhS3RCeWQ4MlF2bHZaN2w5X3hpaXFOMlc1R09FaktDT1VjUQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMi1wFBVV95cUxNZ0lqX29SSm1za1FLeHhRQ0lxTkFTeE5YcjZ3X3VhbTAzTmNRSlFtaC14cDVoUzQ0eGJmcVJhQnhZeldyYmlRSm0wMExSVmdRSjlFaEtCZjhBZ1k0RE9oSjdQLUVEZlhmVVd6ZTBjYTVWcHNRTmhUWS1TNWJwUUZiWGtnZ09ERnF3aTVERno2bTdoRlR3YnFZVlJ0dEI2eG5JUGg1UXpEeUJtU056LWFsQzRmNUhYMjB4SGNvSDQyMlNmSzdoNVVhMEE5blo4UGFSY245dnF0VdIB1wFBVV95cUxPdTd1Mnd2OG5TRTN3aWdQTENMLTR1ZHBmOUYwUEFIUjNQRjQ3cjc2SW5CTHNJMmFOYmhHclpNUGhQS05MbVFQYTA0ZkQ2cURtQ0xOSzl1NENJWENTRVZncElnSWotRzZIX3N4NHB1YjhuY0lWOGpMYmR0akxvTjQ1SDRYUVBLLTNRYW85S3c3eEV2eDZoTllnQjZMVzZRQzVPTEJHU0dNR3ZPbkhJZ2VTZy05QmFhS3RCeWQ4MlF2bHZaN2w5X3hpaXFOMlc1R09FaktDT1VjUQ?oc=5"" target=""_blank"">‘Fame is like going through puberty’: Chappell Roan on sexuality, superstardom and the joy of drag</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Guardian</font>"
National law enforcement group endorses Kamala Harris for president - USA TODAY,"Wed, 25 Sep 2024 20:30:45 GMT",USA TODAY,https://news.google.com/rss/articles/CBMisAFBVV95cUxPZ1l3TExBUGJkSjl2RC1PZVp5RHBrbjk1YkgwcDdwWm16dU52WTdLTkZ4MU9Fc3BHZzd4ZjJpMXBIV2hUMzQ3QVVtMTNBU21kUm05N24tRUpjRDNaQVFGLU9XTDdhYXRfa2hHeUNmcHZrSDB4NHhVaUlzWGZ1dkZheVY4N1ZXVHhOeG1oNHZzdHpILTYwYV9aVDRXZHQ3N3RDZW0yTXJITlo2M242dUdGRw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxPZ1l3TExBUGJkSjl2RC1PZVp5RHBrbjk1YkgwcDdwWm16dU52WTdLTkZ4MU9Fc3BHZzd4ZjJpMXBIV2hUMzQ3QVVtMTNBU21kUm05N24tRUpjRDNaQVFGLU9XTDdhYXRfa2hHeUNmcHZrSDB4NHhVaUlzWGZ1dkZheVY4N1ZXVHhOeG1oNHZzdHpILTYwYV9aVDRXZHQ3N3RDZW0yTXJITlo2M242dUdGRw?oc=5"" target=""_blank"">National law enforcement group endorses Kamala Harris for president</a>&nbsp;&nbsp;<font color=""#6f6f6f"">USA TODAY</font>"
"Janet Jackson Is Getting Slammed For ""Ignorant"" And ""Disappointing"" Comments On Kamala Harris's Race - BuzzFeed","Sun, 22 Sep 2024 22:52:56 GMT",BuzzFeed,https://news.google.com/rss/articles/CBMijAFBVV95cUxQLUYxdVJLMG1iZkJ0UXFsOTJVYjlqMkZXYkh5bElzNm15a3FYSE4tWkFuZVlmbDNKakg1am96bzNxbFN1RjY3SU5Ualo3YW1ja21USjdxWlRqTnZkR3J1MWVEcUtmMXZiU2V1bG5wOXFvUkprdURTeVV1UDJTbGkycVBCSTVoVTRxQVI5Qw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMijAFBVV95cUxQLUYxdVJLMG1iZkJ0UXFsOTJVYjlqMkZXYkh5bElzNm15a3FYSE4tWkFuZVlmbDNKakg1am96bzNxbFN1RjY3SU5Ualo3YW1ja21USjdxWlRqTnZkR3J1MWVEcUtmMXZiU2V1bG5wOXFvUkprdURTeVV1UDJTbGkycVBCSTVoVTRxQVI5Qw?oc=5"" target=""_blank"">Janet Jackson Is Getting Slammed For ""Ignorant"" And ""Disappointing"" Comments On Kamala Harris's Race</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BuzzFeed</font>"
"US Muslim group endorses Harris, says Trump bigger danger - Reuters","Wed, 25 Sep 2024 19:55:59 GMT",Reuters,https://news.google.com/rss/articles/CBMipAFBVV95cUxPMWszTWdoTzhNZTlVaGpLc1NUUTMxREEzOEl1QkRXMTJNdy1sbTRCV29lM0YzTldlQjQxcWN0NUtsblRlUXVMRzlEeXR2WC1Kd29mZzlEOFRyRU9zRlVqenlaekUtVDEteVNXV2VIeExyVzI1TjBMM0k5bllITzRjVVg1eExrMFNmbS1ES3VsZTlVTzJFS1ZwWER6RmI2YmJveGVTTw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMipAFBVV95cUxPMWszTWdoTzhNZTlVaGpLc1NUUTMxREEzOEl1QkRXMTJNdy1sbTRCV29lM0YzTldlQjQxcWN0NUtsblRlUXVMRzlEeXR2WC1Kd29mZzlEOFRyRU9zRlVqenlaekUtVDEteVNXV2VIeExyVzI1TjBMM0k5bllITzRjVVg1eExrMFNmbS1ES3VsZTlVTzJFS1ZwWER6RmI2YmJveGVTTw?oc=5"" target=""_blank"">US Muslim group endorses Harris, says Trump bigger danger</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>"
Kamala Harris sets out pro-business economic philosophy in swing-state speech - Financial Times,"Wed, 25 Sep 2024 21:03:50 GMT",Financial Times,https://news.google.com/rss/articles/CBMicEFVX3lxTE5uUmppcjRxclJobldMTUZER2pZTTN4ZUYzWEtpZmFHa3FsYnRSY0RyWWdiYm5KdDBWVDBsWnJFcmU2a3RUQjNUNEZQQzFpOFdUcE1PNUh6eFRpakk0Mzl5UW1PRVZHU0N6d3plTDZ4M2I?oc=5,"<a href=""https://news.google.com/rss/articles/CBMicEFVX3lxTE5uUmppcjRxclJobldMTUZER2pZTTN4ZUYzWEtpZmFHa3FsYnRSY0RyWWdiYm5KdDBWVDBsWnJFcmU2a3RUQjNUNEZQQzFpOFdUcE1PNUh6eFRpakk0Mzl5UW1PRVZHU0N6d3plTDZ4M2I?oc=5"" target=""_blank"">Kamala Harris sets out pro-business economic philosophy in swing-state speech</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Financial Times</font>"
Vice President Kamala Harris makes another campaign stop in Pittsburgh - WTAE Pittsburgh,"Wed, 25 Sep 2024 21:01:00 GMT",WTAE Pittsburgh,https://news.google.com/rss/articles/CBMilgFBVV95cUxOOGdDY19LYjgyRU9EdFozeXpsMnFaeVFROWFCSHBET1ltM0h0SEs2WjJMcS1qN2pndGlyVnU3N3VGSm92eXd2US1sYWhSdDE1bTRUVU0zY2o1YnhsRXA5eGJ3VmNaNjVTU3dUWktyZ2NiTzN6UGtCMnBvLTREc1hzZF83UWZMV2xVMXQwMmpDQWlzdDQ0bWc?oc=5,"<a href=""https://news.google.com/rss/articles/CBMilgFBVV95cUxOOGdDY19LYjgyRU9EdFozeXpsMnFaeVFROWFCSHBET1ltM0h0SEs2WjJMcS1qN2pndGlyVnU3N3VGSm92eXd2US1sYWhSdDE1bTRUVU0zY2o1YnhsRXA5eGJ3VmNaNjVTU3dUWktyZ2NiTzN6UGtCMnBvLTREc1hzZF83UWZMV2xVMXQwMmpDQWlzdDQ0bWc?oc=5"" target=""_blank"">Vice President Kamala Harris makes another campaign stop in Pittsburgh</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WTAE Pittsburgh</font>"
Chappell Roan Is ‘Voting for F—ing Kamala’ but Still Not Endorsing: ‘F— Trump’ but ‘F— Some of the S— That’s Gone Down in the Democratic Party’ - Variety,"Wed, 25 Sep 2024 17:47:00 GMT",Variety,https://news.google.com/rss/articles/CBMisAFBVV95cUxOZU1WUkpnVEVBQ2hKSjF2bzMtNl9ZQ1ZrcUxqNmZzY1paSDB3bTRRbkhDU0pnd002N19xUkxJM1Q2MDcwbDI0VENTYV9uY2VKejdBNzdTcGh3cWlHRTVmUnNtMHBIcFpSd2I0bFVIeGtmOTNsZ3ZsTFdHNmNxajY1V0VHSTZVeVpoa3ZQM0gtQUhNcmtaZVpLRHdFaDlyaW9WSlp0UnFiMHRqWmR1bjBTRQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxOZU1WUkpnVEVBQ2hKSjF2bzMtNl9ZQ1ZrcUxqNmZzY1paSDB3bTRRbkhDU0pnd002N19xUkxJM1Q2MDcwbDI0VENTYV9uY2VKejdBNzdTcGh3cWlHRTVmUnNtMHBIcFpSd2I0bFVIeGtmOTNsZ3ZsTFdHNmNxajY1V0VHSTZVeVpoa3ZQM0gtQUhNcmtaZVpLRHdFaDlyaW9WSlp0UnFiMHRqWmR1bjBTRQ?oc=5"" target=""_blank"">Chappell Roan Is ‘Voting for F—ing Kamala’ but Still Not Endorsing: ‘F— Trump’ but ‘F— Some of the S— That’s Gone Down in the Democratic Party’</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Variety</font>"
Shots fired into Democratic campaign office in Arizona - Axios,"Wed, 25 Sep 2024 21:11:04 GMT",Axios,https://news.google.com/rss/articles/CBMiekFVX3lxTE9JYlN4NUxTbmQwRFNqYmNxQ255NlhEN3BmVExHSExsZjFDTWdtMmtfaTNDSU1QamRKR2lCTDhGT2RlbVhUUUkxU3ZaVEtVb0FBemtoV3pmay1Rb2toekFOMjhZV3psZDlJV2FDZlBVUk9OcEpkTndhQ3dB?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiekFVX3lxTE9JYlN4NUxTbmQwRFNqYmNxQ255NlhEN3BmVExHSExsZjFDTWdtMmtfaTNDSU1QamRKR2lCTDhGT2RlbVhUUUkxU3ZaVEtVb0FBemtoV3pmay1Rb2toekFOMjhZV3psZDlJV2FDZlBVUk9OcEpkTndhQ3dB?oc=5"" target=""_blank"">Shots fired into Democratic campaign office in Arizona</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Axios</font>"
